	Column1	query	text_id	hit_id	left	hit	right	LABEL	AGENCY	DOMAIN	REAL_AGENCY	BENEFICIARY	letter_id	period	year_of_writing	authenticity	relation	author_name	author_gender	author_relation_to_recipient	author_year_of_birth	author_age	recip_name	recip_gender	recip_relation_to_addressee	recip_year_of_birth	recip_age	CORRESPONDENCE	DECADE	Kolom1	query_standardised
860	28551	lord	CROMWEL_013	CROMWEL_013.116_116	. Which I haue done accordinglye I $can $not {TEXT:cannot} yet certeffye your grace touching the Conclusyon of Jamys Gyrffyth ap Howelles matyer for asmoche as yet I haue not spokyn with mayster Thesaurer of your most honorable howshold who vndowtydly this daye $will $be {TEXT:wilbe} at Westm . Strange news haue arryuyd here aswell from Rome as Venyse of the turkes Repayre vnto and towardes Italye with a mervelous puisauntt Armye what $shall $be {TEXT:shalbe} the Successe thereof our	lorde	knoweth it ys Suppossyd that gret afflyccyon will Insew not onelye to the pope & the See of Rome but also to the emprour and his conffederattes wherfor it may please the holye trynytie in whos Inffinyte goodnes power & wyll Restyth the {TEXT:the} order and traunquylyte of all thinges to bryng peax good oppynyon and quyetacyon amongyst Cristen pryncys and euer conserue preserue & kepe your highnes in long lyff good helthe with quyetacyon of your most vertuous	BODY	RESIGNATION	WARFARE	0	0	CROMWEL_013	E1	1532.0	AUTOGRAPH	OTHER	THOMAS_CROMWELL	MALE	_	1485?	47?	HENRY_TUDOR_VIII	MALE	_	1491	41	CROMWEL	1530	14.0	LORD
908	84456	god	PASTON_171	PASTON_171.74_74	dwellyng in Castyr , be thys delyueryd . </font> Ryth reuerent and worchepfull fadyr , I recomand me on-to yow , besechyng yow lowly of youyr blyssyng , desyiryng to her of youyr wellfar and prosperyte` , the whyche I pray God preserue on-to hys plesans and to yowyr hertys desyir ; besechyng yow to haue me excusyd +tat ye had no wrytyng fro me syth +tat I departyd frome $yow , for so	God	me helpe , I send yow a lettyr to London a-non aftyr Kandylmas by a man $of my lordys and he for-gat to delyuer yt to yow , and so he browt to me the lettyr a-yen , and sythe +tat tyme I kowd get no messenger tyll now . As for tydyngys , syche as we haue her I send yow . My lord and my lady ar in good hele , blyssyd be God , and my	BODY	DIVINE APPROVAL	COMMUNICATION	0	0	PASTON_171	M4	1464.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_PASTON_III	MALE	SON	1444	20	JOHN_PASTON_I	MALE	FATHER	1421	43	PASTON	1460	171.0	GOD
928	85852	god	PLUMPTO_006	PLUMPTO_006.642_642	witt what day ye wold be in Nottinghamshire , and I could not answere thereto ; ye may send him word as it please you . Also I am not very certaine of the day and yeare that your milne dam was broken ; I pray you send the certaintie this terme and ye may , that it may be amended if it be wrong . And all your other matters $shall $be {TEXT:shalbe} called upon with the grace of	God	, who have you evermore in proteccion . Written at London the xiiii=th= day of June . Also as for the mercer , I understand he profers now to find surety that if he die , she to have a $C $=li= {TEXT:C=li=} besides her part of his goods after the custome of the Cittie . Your servant Godfrey Grene . 	BODY	DIVINE APPROVAL	GENERAL	0	0	PLUMPTO_006	M4	1464.0	COPY	FAMILY_OTHER	GODFREY_GREENE	MALE	KIN	_	_	WILLIAM_PLUMPTON_I	MALE	KIN	1404	60	PLUMPTO	1460	6.0	GOD
950	37729	god	PASTON_105	PASTON_105.969_969	of othere mens lethere . I shall wryte to you a-yen as hastely as I may . God haue you in hys kypyng . Wryten in haste at Haylesdon the Sonday next aftere the Assumpsyon of Oure Lady . Item , my cosyn Elysabeth Clere ys at Ormesby , and youre modere purposyth to be at here place at Castere thys wyke , for +te pestylens ys so feruent in Norwych that thay there no lengere a-byde there . So	God	help , me thynkyth by my modere that she wold ryght fayn that ye dyde well , and that ye myght spyde ryght well in youre maters , and me thynkyth by my cosyn Clere that she wold fayn haue youre gode wyll and that she hath sworyn ryght faythfully to me that there shall no defaute be founde in here , nor noght hath be yf the trogh myght be vnderstond , as she hopyth it shall be	BODY	DIVINE APPROVAL	EPIDEMICS	0	0	PASTON_105	M4	1465.0	COPY	FAMILY_NUCLEAR	MARGARET_PASTON[N.MAUTBY]	FEMALE	WIFE	_	_	JOHN_PASTON_I	MALE	HUSBAND	1421	44	PASTON	1460	105.0	GOD
960	84913	god	PASTON_367	PASTON_367.181_181	tyll the Tewysday sevenyth after at the ferthest . And at tho dayes I hard no word fro hym , and so vppon the Thursday after had I word that the vndereschetour schuld sytte at Ocle the Tewysday after Seynt Luce ; and so I tarye as yette and trust verely to be with you the Saterday at the ferthest after Seynt Luce . Item , ser , if my Maister of the Rolles be not com I trust to	God	to com tydely j-now as for the trauersys ; and if ye besi you to the junyng ther-of or I com , Richard Loy schall delyuer hem you if ye send to hym for it , for I left hem with hym to gete hem jn if he mygth and promysed hym a reward for his labour , &c . Item , my maistres and all folkys be heyll and mery , blyssed be Jesu , ho haue you	BODY	CONFIDENCE	TRAVEL	0	0	PASTON_367	M4	1460.0	AUTOGRAPH	FAMILY_SERVANT	THOMAS_PLAYTER	MALE	FAMILY_SERVANT	_	_	JOHN_PASTON_I	MALE	_	1421	39	PASTON	1460	367.0	GOD
964	47303	god	PASTON_173	PASTON.1080_1080	lettyr the daye aftyr Seynt Myhell . Jenney herd sey ow +tat I cepyd Cotton , and he rod to Nacton and ther held a cort and receyuyd +te profytys of the maner . I beseche yow +tat I may haue knowlage in hast fro yow how ye wyll +tat I be demenyd in thys mater and in all othyr , and I schall aplye me to fulfyll youyr intent in them to my power , by the grace of	God	, whom I beseche haue yow in guydyng and sende yow yowyr hertys desyir . Wretyn at Hemnalle Halle in Cotton the Thursday next be-for Seynt Feythe . My modyr recomandyth hyr to yow , and preyith yow to hold hyr excusyd that sche wrytyth not to yow at thys tyme for sche may haue no leyser . The berer her-of schall informe yow whedyr Jeney wyll agre` to thys $appoyntment {TEXT:appoytment} or not . I thynk he dar	BODY	DIVINE APPROVAL	INTENTION	0	0	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
1060	20811	god	BACON_148	BACON_148.476_476	healpe herin I chiefly desire as occation serveth . I hope I am well provided to aunswer the charges of this jorney . For my money to be paied at Alholantyd , it is to be paied backe to my cozine Robert Bacon by Mr Awdly . I am moch bownde to my cozine , & I praie thancke him in my behalphe . I have not as yeat repented the first motion of this jorney , & I hope	God	will give me a mynde verie constant therin . Yow maie marvell I have staied so longe , but trust me , noe fault in me . Sommewhat I was staied by my Lord 's delaies for his man ; moche troble besydes have I had to provide horses . In treuth I could noe soner , for yf I could , I would have byn gone befor this . Beinge absent , I can but wisshe yow well	BODY	PRAYER	TRAVEL	WRITER	WRITER	BACON_148	E2	1576.0	AUTOGRAPH	FAMILY_NUCLEAR	EDWARD_BACON	MALE	BROTHER	1548?	28?	NATHANIEL_BACON_I	MALE	BROTHER	1546?	30?	BACON	1570	148.0	GOD
1340	50567	god	PASTON_185	PASTON.48_48	Aftyr humbyll and most dew recomendacyon , jn as humbyll wyse as {in}_P I can I beseche yow of your blyssyng , preying God to reward yow wyth as myche plesyer and hertys ease as I haue latward causyd you to haue trowbyll and thowght . And wyth	Godys	grace it shall not be longe to or then my wrongys and othyr menys shall be redressyd , for the world was neuyr so lyek to be owyrs as it is now ; werfor I prey yow let Lomnor $not be to besy as yet . Modyr , I beseche yow , and ye may spare eny money , +tat ye wyll do your almesse on me and send me some in as hasty wyse as {in}_P is possybyll	BODY	DIVINE APPROVAL	POLITICS	0	0	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
1350	21105	god	BACON_240	BACON_240.499_499	hur to sow & she doth lose al my nedels but she sayth whan the pedler com she wyl by me sum mor & so I trust hur of hur word . I pray have me $hartely {TEXT:hrtely} commendid to my good brother & to my good sister . Good cosen send me som good comfortabel answer as son as you can .  for he never sent nor wryt to me sins he got the bond . I pray	God	amend him . Now you wyl say it is tim {ED:e} to pray whan he have goten al $his but for hope hart wold burst . But I have no caus it to dy for I have my helth veriwel & my Lady doth macke very much of me & letel Beti & I am very merry thankes be geven to God .   	BODY	PRAYER	COMMUNICATION	OH DIRECT	WRITER	BACON_240	E2	1580.0	AUTOGRAPH	OTHER	JANE_TUTTOFT[N.BLACKMAN]	FEMALE	COUSIN	_	_	NATHANIEL_BACON_I	MALE	COUSIN	1546?	34?	BACON	1580	240.0	GOD
1359	50669	god	PASTON_185	PASTON.565_565	Purdy hathe of myne be put to some good gresse in hast . And if it plese yow to haue knowlage of ouyr royall person , I thank God I am hole of my syknesse , and trust to be clene hole of all my hurttys wythin a seuennyght at the ferthest , by wyche tym I trust to haue othyr tydyngys . And those tydyngys onys had , I tryst not to be longe owght of Norffolk , wyth	Godys	grace , whom I beseche preserue yow and your for my part . Wretyn +te last day of Apryll . The berer her-of can tell you tydyngys syche as be trew for very serteyn . Your humbylest seruaunt J. of Gelston Most worchepfull and my ryght specyall good modyr , as humbylly as I can I recomand me on-to yow , besechyng yow of youyr blyssyng . Please it yow to vndyrstand that thys day I spake wyth Bacheler	BODY	DIVINE APPROVAL	TRAVEL	0	0	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
1543	21300	lord	BACON_380	BACON_380.338_338	and at last I $remembered {TEXT:rembered} a medsen that Mr Docter Mathias had taught me at Stuky for a palsy in the throte , and I ministred that unto hir , and I thanke God yt hath done hir greate good , and nowe she hath a purle growinge in {ED:hir_DELETED} one of hir ies , but I hope in God Mr Ashly shall cure yt . Assuringe you that she is wonderfully discomforted , but I hope in the	Lorde	they are triales of hir in this wourlde to make hir fitter for the everlastinge worlde to cum , beseechinge you to bestowe sum larger portion {ED:of_DELETED} and to consider that she hath had plenty & nowe to feele a {ED:s} carscity yt will utterly discomfort hir , and seinge there is but one leafte to bestowe , I beseech you but to geve hir {TEXT:thirty} {ED:SIC} {TEXT:poundes} a yeare to finde hir selfe , and intrutch {ED:SIC} yt	BODY	PRAYER	RELIGION	GOD	OH	BACON_380	E2	1594.0	AUTOGRAPH	FAMILY_NUCLEAR	ANNE_TOWNSHEND[N.BACON]	FEMALE	DAUGHTER	1573	21	NATHANIEL_BACON_I	MALE	FATHER	1546?	48?	BACON	1590	380.0	LORD
1554	21311	lord	BARRING_003	BARRING_003.190_190	I am there-unto called . Truly madam , my domesticke and ministeriall imploymentes will not give me leave to looke over Humber , but did any business fall out wherin my service might speed yow or yours I should thinke my selfe unhappie if I did not endevour the utmost to testifie my inmost affection and dutie to yow and that familie from whom , under God , I reseave my beinge in these partes . My prayers to the	Lord	is that yow would still have a watchfull eye over the plantes of your owne loynes , that they by your good encurragmentes may insist in the steepes of theire worthy father of blessed memorie , that an holy steeme may be directed from that holy root , a generation of the Barringtons continewed that may still prayse the Lord . The God of grace and glorie fill your hart with the sweet comfortes of his holy spirrit to	BODY	PRAYER	SOCIAL	ADDRESSEE	OH	BARRING_003	E2	1628.0	AUTOGRAPH	OTHER	WILLIAM_CHANTRELL	MALE	_	_	_	JOAN_BARRINGTON	FEMALE	_	1558?	70?	BARRING	1620	3.0	LORD
1563	21320	god	BARRING_005	BARRING_005.287_287	lady Lamplughe did her parte when I was last at your howse , so that my good aunte bee now ( I intreate yow ) confydent of my resolutione ( which would have joyed my most deere and loveing uncle in his life tyme ) as I knowe it dothe your selfe owte of your wonted affectione towardes me , as I humbly thanck yow it hathe bine plentifully shewed unto mee , for which I am bound to saye	God	rewarde yow for it . I have strived , madame , to mache the culler of the clothe and $can $not {TEXT:cannott} to make me a girdle and hangers against I have another sworde ( for that I had broke by an ill accident in my owne defence ) , so that I would be a sewtor unto yow if the girdle and hangers ( which weare of clothe as I take it ) made to it maye bee	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	BARRING_005	E2	1628.0	AUTOGRAPH	FAMILY_OTHER	FRANCIS_HARRIS	MALE	NEPHEW	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	70?	BARRING	1620	6.0	GOD
1584	21341	lord	BARRING_011	BARRING_011.481_481	busines . Mr Attorney who was committed to his chamber is againe restored to his place as yesterday . The fast , I make no question but you heare when it is appointed : for the parliament and the cittie the day is Ashweddensday , for the country the Friday before Good Friday , the preachers Mr. Harris lecturer at the church by Westminster , Mr. Harris of Hanwell and one Mr. Fitch Jefferies of the west parte . The	lord	fitt us for that greate worke . I <P_54> beseech you excuse me to my wife for not wrighting at this tyme , haveing almost no tyme . Soe with my praiers to God for you I committ you to him and ever rest Your dutifull sonn Robert Barrington London , January 9th I will do my uttmost to helpe my neice Mewx , especially hopeing she will make good what is promised in hir behalfe . Upon prosecucion	BODY	PRAYER	WORK	GOD	WRITER AND ADDRESSEE	BARRING_011	E2	1629.0	AUTOGRAPH	FAMILY_NUCLEAR	ROBERT_BARRINGTON	MALE	SON	_	_	JOAN_BARRINGTON	FEMALE	MOTHER	1558?	71?	BARRING	1620	11.0	LORD
1586	21343	god	BARRING_013	BARRING_013.90_90	wrighting to you ; indeed I did think to have gon downe this weeke , but haveing gott a very convenient lodging my husband is lothe to lett me goe away , yett Mrs Perkins is grone soe deare that I was very willing to gett my husband from thenc , and I doe much desire to be here att the <P_56> fast the next Wedensday when the sity joyne with the parliment in keeping that day . I pray	God	fitt us all ernestly to cry to the lord ; we never had such need as now we have , we have no other refuge to fly unto . We may justly fare that we shall cry now and he will not here us , because we have soe longe refused to here him calling to us , and if we doe fall into great misirie we may lay our hand on owr mowthes and confes he hath bin	BODY	PRAYER	RELIGION	GOD	WRITER AND OH	BARRING_013	E2	1629.0	AUTOGRAPH	FAMILY_NUCLEAR	ELIZABETH_MASHAM[N.BARRINGTON]	FEMALE	DAUGHTER	_	_	JOAN_BARRINGTON	FEMALE	MOTHER	1558?	71?	BARRING	1620	13.0	GOD
1627	21384	god	BARRING_019	BARRING_019.895_895	merit and desert . I shall add for the present I know none in the world I more affect , and ( had the lord bene pleased to say amen in those other regards ) should doubtles have fully answered ( if not exceeded ) her affection . But I have learn'd another lesson , to still my soule as a weaned childe and give offence to none . I have learn'd to keepe my studie and pray to the	God	of heaven ( as oft as I doe pray ) for the everlasting peace and well fare of your kind ladiship , whose soule and comfort is in the number of my greatest cares . The lord , that hath caried you from the wombe to gray heires , crowne those gray heires by making your last dayes ( like the close of some sweete harmonie ) your best : fruitfull ( like Sarah ) in old age ,	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	BARRING_019	E2	1629.0	AUTOGRAPH	OTHER	ROGER_WILLIAMS	MALE	_	1604?	25?	JOAN_BARRINGTON	FEMALE	_	1558?	71?	BARRING	1620	19.0	GOD
1628	21385	lord	BARRING_019	BARRING_019.932_932	have fully answered ( if not exceeded ) her affection . But I have learn'd another lesson , to still my soule as a weaned childe and give offence to none . I have learn'd to keepe my studie and pray to the God of heaven ( as oft as I doe pray ) for the everlasting peace and well fare of your kind ladiship , whose soule and comfort is in the number of my greatest cares . The	lord	, that hath caried you from the wombe to gray heires , crowne those gray heires by making your last dayes ( like the close of some sweete harmonie ) your best : fruitfull ( like Sarah ) in old age , out shining all those starrs that shine about you , going downe in peace , rising in glory in the armes of your dearest saviour ; to which everlasting armes he often commits your soule and yours	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	BARRING_019	E2	1629.0	AUTOGRAPH	OTHER	ROGER_WILLIAMS	MALE	_	1604?	25?	JOAN_BARRINGTON	FEMALE	_	1558?	71?	BARRING	1620	20.0	LORD
